year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,latitude,longitude,ontime_flight_chance,total_flights
YYYY format,MM format (1-12),Code assigned by US DOT to identify a unique airline carrier.,"Unique airline (carrier) is defined as one holding and reporting under the same DOT certificate regardless of its Code, Name, or holding company/corporation.",A three character alpha-numeric code issued by the U.S. Department of Transportation which is the official designation of the airport.,A place from which aircraft operate that usually has paved runways and maintenance facilities and often serves as a terminal,,,Carrier Count for airline cause of delay,Weather Count for airline cause of delay,NAS (National Air System) Count for airline cause of delay,Security Count for airline cause of delay,Late Aircraft Delay Count for airline cause of delay,,,Difference in minutes between scheduled and actual arrival time. Early arrivals show negative numbers.,"Carrier Delay, in Minutes","Weather Delay, in Minutes","National Air System Delay, in Minutes","Security Delay, in Minutes","Late Aircraft Delay, in Minutes",,,,
2023,10,DL,Delta Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",3224.0,365.0,148.62,4.69,135.63,0.0,76.07,2.0,1.0,23187.0,12986.0,235.0,4037.0,0.0,5929.0,33.94216754999999,-118.42135906141588,90.0,3592.0
2023,9,DL,Delta Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",3129.0,523.0,201.33,12.51,186.37,0.0,122.78,8.0,1.0,35007.0,18301.0,847.0,7502.0,0.0,8357.0,33.94216754999999,-118.42135906141588,85.0,3661.0
2023,8,DL,Delta Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",3348.0,610.0,252.91,28.97,147.87,1.38,178.88,29.0,3.0,48703.0,24768.0,3604.0,6509.0,120.0,13702.0,33.94216754999999,-118.42135906141588,84.0,3990.0
2023,7,DL,Delta Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",3372.0,728.0,316.15,32.8,155.79,1.0,222.27,35.0,2.0,60013.0,29714.0,7599.0,6602.0,18.0,16080.0,33.94216754999999,-118.42135906141588,82.0,4137.0
2023,6,DL,Delta Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",3193.0,746.0,303.15,19.73,189.52,0.89,232.72,54.0,3.0,61803.0,33538.0,1982.0,7455.0,57.0,18771.0,33.94216754999999,-118.42135906141588,80.0,3996.0
2023,5,DL,Delta Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",3150.0,448.0,183.25,11.44,101.91,1.0,150.4,34.0,1.0,29460.0,13326.0,1066.0,3915.0,124.0,11029.0,33.94216754999999,-118.42135906141588,87.0,3633.0
2023,4,DL,Delta Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",3027.0,523.0,219.95,4.45,155.45,1.52,141.62,94.0,1.0,34638.0,19241.0,302.0,5524.0,98.0,9473.0,33.94216754999999,-118.42135906141588,83.0,3645.0
2023,3,DL,Delta Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",3093.0,870.0,282.15,13.95,363.47,0.0,210.43,84.0,8.0,51422.0,21278.0,1359.0,12429.0,0.0,16356.0,33.94216754999999,-118.42135906141588,76.0,4055.0
2023,2,DL,Delta Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",2573.0,617.0,196.45,14.18,260.47,0.0,145.9,57.0,23.0,48119.0,20738.0,1524.0,10317.0,0.0,15540.0,33.94216754999999,-118.42135906141588,79.0,3270.0
2023,1,DL,Delta Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",2867.0,675.0,266.45,14.67,213.51,1.4,178.97,14.0,5.0,47507.0,22494.0,2383.0,8305.0,70.0,14255.0,33.94216754999999,-118.42135906141588,81.0,3561.0
2022,12,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",775.0,185.0,86.72,5.87,62.95,0.0,29.46,16.0,0.0,10239.0,5437.0,361.0,2607.0,0.0,1834.0,25.7949789,-80.28672341095405,79.0,976.0
2022,11,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",649.0,135.0,51.78,0.76,60.11,0.83,21.52,1.0,1.0,6968.0,3628.0,47.0,2070.0,60.0,1163.0,25.7949789,-80.28672341095405,83.0,786.0
2022,10,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",644.0,115.0,54.95,0.06,43.78,1.0,15.22,2.0,2.0,6855.0,3154.0,9.0,2621.0,30.0,1041.0,25.7949789,-80.28672341095405,84.0,763.0
2022,9,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",631.0,152.0,64.08,0.53,62.5,0.0,24.89,1.0,0.0,7936.0,3877.0,8.0,2302.0,0.0,1749.0,25.7949789,-80.28672341095405,80.0,784.0
2022,8,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",648.0,138.0,58.59,4.45,47.19,0.0,27.76,2.0,0.0,9121.0,5151.0,233.0,1905.0,0.0,1832.0,25.7949789,-80.28672341095405,82.0,788.0
2022,7,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",686.0,158.0,68.98,8.13,43.02,0.0,37.87,15.0,3.0,9117.0,4254.0,735.0,1632.0,0.0,2496.0,25.7949789,-80.28672341095405,80.0,862.0
2022,6,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",701.0,214.0,82.37,5.04,76.49,1.0,49.1,57.0,10.0,14648.0,5848.0,485.0,3855.0,33.0,4427.0,25.7949789,-80.28672341095405,71.0,982.0
2022,5,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",758.0,160.0,73.04,2.09,55.11,0.0,29.76,35.0,4.0,13364.0,8389.0,128.0,2968.0,0.0,1879.0,25.7949789,-80.28672341095405,79.0,957.0
2022,4,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",737.0,216.0,75.57,1.52,92.83,0.0,46.08,20.0,3.0,15917.0,5810.0,76.0,6382.0,0.0,3649.0,25.7949789,-80.28672341095405,76.0,976.0
2022,3,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",746.0,240.0,76.27,5.07,112.87,0.0,45.78,11.0,1.0,15772.0,5684.0,447.0,5831.0,0.0,3810.0,25.7949789,-80.28672341095405,75.0,998.0
2022,2,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",642.0,137.0,45.87,5.05,56.81,0.0,29.28,3.0,1.0,7117.0,2452.0,439.0,2202.0,0.0,2024.0,25.7949789,-80.28672341095405,82.0,783.0
2022,1,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",717.0,156.0,58.66,2.42,66.11,0.0,28.81,31.0,0.0,8937.0,3863.0,443.0,2769.0,0.0,1862.0,25.7949789,-80.28672341095405,79.0,904.0
2023,12,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",999.0,251.0,74.34,1.07,140.36,0.0,35.22,0.0,0.0,11032.0,4104.0,119.0,4520.0,0.0,2289.0,25.7949789,-80.28672341095405,80.0,1250.0
2023,11,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",886.0,121.0,49.33,0.0,56.22,0.0,15.45,0.0,0.0,6741.0,4089.0,0.0,1744.0,0.0,908.0,25.7949789,-80.28672341095405,88.0,1007.0
2023,10,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",847.0,121.0,53.2,2.05,45.61,0.0,20.14,0.0,0.0,6400.0,2860.0,281.0,1851.0,0.0,1408.0,25.7949789,-80.28672341095405,88.0,968.0
2023,9,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",805.0,218.0,67.02,2.37,106.99,0.0,41.62,13.0,12.0,13146.0,3526.0,263.0,5473.0,0.0,3884.0,25.7949789,-80.28672341095405,77.0,1048.0
2023,8,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",840.0,214.0,76.11,7.03,83.74,0.0,47.12,6.0,7.0,14702.0,6604.0,325.0,4244.0,0.0,3529.0,25.7949789,-80.28672341095405,79.0,1067.0
2023,7,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",881.0,326.0,122.56,9.37,114.39,0.45,79.23,21.0,3.0,23915.0,10283.0,770.0,6039.0,35.0,6788.0,25.7949789,-80.28672341095405,72.0,1231.0
2023,6,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",846.0,273.0,102.84,8.83,104.9,0.0,56.43,38.0,20.0,19781.0,7723.0,688.0,6397.0,0.0,4973.0,25.7949789,-80.28672341095405,72.0,1177.0
2023,5,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",877.0,184.0,79.76,3.7,67.69,0.0,32.85,4.0,3.0,10110.0,5251.0,310.0,2666.0,0.0,1883.0,25.7949789,-80.28672341095405,82.0,1068.0
2023,4,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",846.0,280.0,87.29,3.0,132.92,0.0,56.79,25.0,3.0,15406.0,5909.0,165.0,5906.0,0.0,3426.0,25.7949789,-80.28672341095405,73.0,1154.0
2023,3,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",853.0,241.0,72.19,4.98,95.67,1.0,67.16,16.0,1.0,14562.0,5063.0,466.0,5027.0,60.0,3946.0,25.7949789,-80.28672341095405,77.0,1111.0
2023,2,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",731.0,178.0,73.72,3.34,62.67,0.0,38.27,5.0,0.0,9552.0,5451.0,325.0,2104.0,0.0,1672.0,25.7949789,-80.28672341095405,80.0,914.0
2023,1,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",807.0,217.0,87.9,5.33,80.73,0.97,42.06,3.0,1.0,14114.0,6083.0,1315.0,3926.0,104.0,2686.0,25.7949789,-80.28672341095405,79.0,1028.0
2022,12,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2237.0,573.0,184.37,17.68,234.69,0.0,136.26,69.0,0.0,39677.0,15406.0,2192.0,11581.0,0.0,10498.0,40.6429479,-73.7793733748521,78.0,2879.0
2022,11,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2227.0,421.0,133.66,5.62,175.3,0.87,105.54,16.0,0.0,26482.0,11567.0,562.0,5658.0,40.0,8655.0,40.6429479,-73.7793733748521,84.0,2664.0
2022,10,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2346.0,559.0,163.43,3.62,279.57,1.0,111.38,12.0,2.0,35522.0,14800.0,201.0,10642.0,23.0,9856.0,40.6429479,-73.7793733748521,80.0,2919.0
2022,9,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2184.0,406.0,134.59,14.86,165.13,1.13,90.29,32.0,8.0,29967.0,15108.0,1108.0,6006.0,109.0,7636.0,40.6429479,-73.7793733748521,83.0,2630.0
2022,8,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2282.0,528.0,152.75,13.32,220.07,0.0,141.87,40.0,8.0,38665.0,15226.0,952.0,10680.0,0.0,11807.0,40.6429479,-73.7793733748521,80.0,2858.0
2022,7,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2318.0,515.0,172.85,10.08,208.49,0.97,122.6,50.0,10.0,41027.0,21033.0,621.0,8859.0,76.0,10438.0,40.6429479,-73.7793733748521,80.0,2893.0
2022,6,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2283.0,633.0,176.44,17.2,267.76,2.49,169.11,183.0,7.0,59032.0,23075.0,1691.0,16879.0,264.0,17123.0,40.6429479,-73.7793733748521,74.0,3106.0
2022,5,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2147.0,523.0,183.81,8.29,194.82,0.46,135.61,115.0,8.0,36161.0,17121.0,534.0,8952.0,40.0,9514.0,40.6429479,-73.7793733748521,77.0,2793.0
2022,4,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2023.0,434.0,134.61,9.61,146.2,0.0,143.58,35.0,13.0,33650.0,10228.0,1245.0,9318.0,0.0,12859.0,40.6429479,-73.7793733748521,81.0,2505.0
2022,3,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2077.0,514.0,168.79,8.57,177.99,0.18,158.48,8.0,6.0,38268.0,16423.0,846.0,6910.0,37.0,14052.0,40.6429479,-73.7793733748521,80.0,2605.0
2022,2,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",1851.0,337.0,116.85,4.44,100.71,0.0,115.0,12.0,1.0,30521.0,16380.0,525.0,4020.0,0.0,9596.0,40.6429479,-73.7793733748521,84.0,2201.0
2022,1,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2003.0,282.0,124.18,5.79,75.98,1.75,74.3,174.0,6.0,21196.0,11498.0,1571.0,2532.0,87.0,5508.0,40.6429479,-73.7793733748521,81.0,2465.0
2023,12,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2622.0,334.0,118.41,4.29,125.89,1.6,83.81,3.0,5.0,19255.0,8095.0,288.0,4026.0,175.0,6671.0,40.6429479,-73.7793733748521,88.0,2964.0
2023,11,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2473.0,241.0,92.16,3.65,84.89,0.0,60.31,0.0,3.0,14557.0,6812.0,232.0,2444.0,0.0,5069.0,40.6429479,-73.7793733748521,91.0,2717.0
2023,10,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2558.0,256.0,105.4,2.66,79.47,2.0,66.48,0.0,3.0,17743.0,10782.0,336.0,2466.0,125.0,4034.0,40.6429479,-73.7793733748521,91.0,2817.0
2023,9,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2458.0,523.0,146.11,17.19,239.93,1.0,118.76,69.0,30.0,48046.0,17459.0,1707.0,15256.0,105.0,13519.0,40.6429479,-73.7793733748521,80.0,3080.0
2023,8,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2527.0,442.0,160.43,15.88,120.59,1.0,144.1,19.0,3.0,41797.0,21454.0,2364.0,5403.0,27.0,12549.0,40.6429479,-73.7793733748521,84.0,2991.0
2023,7,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2583.0,709.0,190.49,31.21,273.34,0.0,213.95,68.0,26.0,64757.0,23478.0,2411.0,19196.0,0.0,19672.0,40.6429479,-73.7793733748521,76.0,3386.0
2023,6,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2472.0,706.0,238.09,29.13,264.79,3.22,170.76,63.0,6.0,60887.0,24931.0,3736.0,15790.0,253.0,16177.0,40.6429479,-73.7793733748521,76.0,3247.0
2023,5,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2555.0,407.0,163.16,11.54,145.13,2.44,84.73,21.0,4.0,26583.0,13114.0,1866.0,4639.0,66.0,6898.0,40.6429479,-73.7793733748521,86.0,2987.0
2023,4,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2359.0,689.0,209.31,9.14,322.15,0.0,148.4,97.0,9.0,51614.0,18573.0,867.0,18264.0,0.0,13910.0,40.6429479,-73.7793733748521,75.0,3154.0
2023,3,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2423.0,621.0,202.97,7.94,230.54,0.0,179.55,62.0,3.0,44537.0,21565.0,895.0,9126.0,0.0,12951.0,40.6429479,-73.7793733748521,78.0,3109.0
2023,2,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2111.0,496.0,166.2,9.7,189.46,1.0,129.64,17.0,1.0,37223.0,18233.0,963.0,7613.0,81.0,10333.0,40.6429479,-73.7793733748521,80.0,2625.0
2023,1,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2289.0,644.0,188.19,11.47,307.21,0.57,136.56,7.0,5.0,40379.0,14151.0,2159.0,13016.0,45.0,11008.0,40.6429479,-73.7793733748521,78.0,2945.0
2022,12,DL,Delta Air Lines Network,MCO,"Orlando, FL: Orlando International",1698.0,447.0,193.59,15.6,118.0,0.0,119.82,36.0,0.0,26411.0,12939.0,1159.0,4611.0,0.0,7702.0,28.412903550000003,-81.30944309752753,78.0,2181.0
2022,11,DL,Delta Air Lines Network,MCO,"Orlando, FL: Orlando International",1467.0,256.0,92.39,2.98,108.64,0.61,51.37,80.0,0.0,12337.0,5571.0,334.0,3275.0,35.0,3122.0,28.412903550000003,-81.30944309752753,81.0,1803.0
2022,10,DL,Delta Air Lines Network,MCO,"Orlando, FL: Orlando International",1448.0,176.0,86.66,1.41,45.87,0.0,42.06,1.0,1.0,10452.0,6340.0,119.0,1278.0,0.0,2715.0,28.412903550000003,-81.30944309752753,89.0,1626.0
2022,9,DL,Delta Air Lines Network,MCO,"Orlando, FL: Orlando International",1428.0,200.0,73.47,7.42,71.03,3.39,44.69,103.0,15.0,10186.0,4461.0,735.0,2688.0,190.0,2112.0,28.412903550000003,-81.30944309752753,82.0,1746.0
2022,8,DL,Delta Air Lines Network,MCO,"Orlando, FL: Orlando International",1563.0,335.0,135.05,11.82,121.58,0.81,65.74,8.0,9.0,19734.0,8631.0,891.0,5854.0,17.0,4341.0,28.412903550000003,-81.30944309752753,82.0,1915.0
